File	Relation ID	PDTB3 sense	Type	Connective	External argument	Internal argument	Full text
maz-9521.xml	4	Contingency.Cause.Reason	explicit	denn	Zurecht	was der Oberbürgermeister den Stadtverordneten gestern bot , war eine konsequent inszenierte Posse .	Zurecht denn was der Oberbürgermeister den Stadtverordneten gestern bot , war eine konsequent inszenierte Posse .
maz-9521.xml	6	Expansion.Conjunction	explicit	und	"lobte ihn sein Chef als "" alten Fahrensmann """	erklärte dem Publikum wortreich , warum schon im Januar ein Nachfolger bestellt sein muss	"lobte ihn sein Chef als "" alten Fahrensmann "" und erklärte dem Publikum wortreich , warum schon im Januar ein Nachfolger bestellt sein muss"
maz-9521.xml	8	Contingency.Cause.Reason	explicit	weil	Nicht etwa	die Regierungsabsprache mit den Christdemokraten soeben perfekt war ;	Nicht etwa weil die Regierungsabsprache mit den Christdemokraten soeben perfekt war ;
maz-9521.xml	9	Expansion.Conjunction	implicit		Kichern und Prusten auf dem Fraktionsgestühl .	Zurecht , denn was der Oberbürgermeister den Stadtverordneten gestern bot , war eine konsequent inszenierte Posse .	Kichern und Prusten auf dem Fraktionsgestühl . Zurecht , denn was der Oberbürgermeister den Stadtverordneten gestern bot , war eine konsequent inszenierte Posse .
maz-9521.xml	10	Expansion.Level-of-detail.Arg2-as-detail	explicit	Freilich	braucht man für derbe Späße ein Opfer .	Zurecht , denn was der Oberbürgermeister den Stadtverordneten gestern bot , war eine konsequent inszenierte Posse .	Zurecht , denn was der Oberbürgermeister den Stadtverordneten gestern bot , war eine konsequent inszenierte Posse . Freilich braucht man für derbe Späße ein Opfer .
maz-9521.xml	11	Expansion.Instantiation.Arg2-as-instance	implicit		Freilich braucht man für derbe Späße ein Opfer .	Finanzstadtrat Bosse hatte vor Wochen aus der Zeitung erfahren müssen , dass er im Sommer 2002 zugunsten eines CDU-Kandidaten in die Wüste geschickt wird .	Freilich braucht man für derbe Späße ein Opfer . Finanzstadtrat Bosse hatte vor Wochen aus der Zeitung erfahren müssen , dass er im Sommer 2002 zugunsten eines CDU-Kandidaten in die Wüste geschickt wird .
maz-9521.xml	12	Comparison.Contrast	implicit		Finanzstadtrat Bosse hatte vor Wochen aus der Zeitung erfahren müssen , dass er im Sommer 2002 zugunsten eines CDU-Kandidaten in die Wüste geschickt wird .	"Gestern nun lobte ihn sein Chef als "" alten Fahrensmann "" und erklärte dem Publikum wortreich , warum schon im Januar ein Nachfolger bestellt sein muss :"	"Finanzstadtrat Bosse hatte vor Wochen aus der Zeitung erfahren müssen , dass er im Sommer 2002 zugunsten eines CDU-Kandidaten in die Wüste geschickt wird . Gestern nun lobte ihn sein Chef als "" alten Fahrensmann "" und erklärte dem Publikum wortreich , warum schon im Januar ein Nachfolger bestellt sein muss :"
maz-9521.xml	13	Expansion.Conjunction	implicit		"Gestern nun lobte ihn sein Chef als "" alten Fahrensmann "" und erklärte dem Publikum wortreich , warum schon im Januar ein Nachfolger bestellt sein muss :"	Nicht etwa , weil die Regierungsabsprache mit den Christdemokraten soeben perfekt war ;	"Gestern nun lobte ihn sein Chef als "" alten Fahrensmann "" und erklärte dem Publikum wortreich , warum schon im Januar ein Nachfolger bestellt sein muss : Nicht etwa , weil die Regierungsabsprache mit den Christdemokraten soeben perfekt war ;"
maz-9521.xml	14		EntRel		Nicht etwa , weil die Regierungsabsprache mit den Christdemokraten soeben perfekt war ;	davon kein Wort .	Nicht etwa , weil die Regierungsabsprache mit den Christdemokraten soeben perfekt war ; davon kein Wort .
maz-9521.xml	15	Comparison.Contrast	AltLex	Nein	davon kein Wort .	Nein , der Neue könne schon mal seinen Umzug nach Potsdam vorbereiten , die Kinderlein umschulen , das Aufgabenfeld ansehen ...	davon kein Wort . Nein , der Neue könne schon mal seinen Umzug nach Potsdam vorbereiten , die Kinderlein umschulen , das Aufgabenfeld ansehen ... Nein
maz-9521.xml	16	Expansion.Conjunction	implicit		Nein , der Neue könne schon mal seinen Umzug nach Potsdam vorbereiten , die Kinderlein umschulen , das Aufgabenfeld ansehen ...	Alle spielten die Stegreifkomödie mit .	Nein , der Neue könne schon mal seinen Umzug nach Potsdam vorbereiten , die Kinderlein umschulen , das Aufgabenfeld ansehen ... Alle spielten die Stegreifkomödie mit .
maz-9521.xml	17	Expansion.Equivalence	implicit		Alle spielten die Stegreifkomödie mit .	Der Preis für die schönste Pointe geht wieder einmal an CDU-Fraktionschef Kapuste :	Alle spielten die Stegreifkomödie mit . Der Preis für die schönste Pointe geht wieder einmal an CDU-Fraktionschef Kapuste :
maz-9521.xml	18	Contingency.Cause.Reason	implicit		Der Preis für die schönste Pointe geht wieder einmal an CDU-Fraktionschef Kapuste :	Auch Bosse bekomme nun schließlich mehr persönliche Planungssicherheit .	Der Preis für die schönste Pointe geht wieder einmal an CDU-Fraktionschef Kapuste : Auch Bosse bekomme nun schließlich mehr persönliche Planungssicherheit .
maz-9521.xml	19	Expansion.Instantiation.Arg2-as-instance	implicit		Nur das Opferlamm schmiss seine Rolle .	Der Noch-Beigeordnete reichte das Manuskript seiner Haushaltsrede aus .	Nur das Opferlamm schmiss seine Rolle . Der Noch-Beigeordnete reichte das Manuskript seiner Haushaltsrede aus .
maz-9521.xml	20	Expansion.Conjunction	implicit		Der Noch-Beigeordnete reichte das Manuskript seiner Haushaltsrede aus .	Es ist mit einer Karikatur verziert :	Der Noch-Beigeordnete reichte das Manuskript seiner Haushaltsrede aus . Es ist mit einer Karikatur verziert :
maz-9521.xml	21	Expansion.Level-of-detail.Arg2-as-detail	implicit		Es ist mit einer Karikatur verziert :	"Matthias Platzeck trägt das Transparent "" Unverschuldet in Not geraten "" ."	"Es ist mit einer Karikatur verziert : Matthias Platzeck trägt das Transparent "" Unverschuldet in Not geraten "" ."
maz-15609.xml	1	Expansion.Conjunction	explicit	Auch	Dunkle Straßen in der Nacht sorgen nun mal nicht gerade für ein tolles Sicherheitsgefühl .	erkennt man nicht , wohin man tritt .	Dunkle Straßen in der Nacht sorgen nun mal nicht gerade für ein tolles Sicherheitsgefühl . Auch erkennt man nicht , wohin man tritt .
maz-15609.xml	2	Expansion.Level-of-detail.Arg2-as-detail	explicit	nämlich	Das sicherlich gut gemeinte Anliegen ,	Energiekosten zu sparen ,	Das sicherlich gut gemeinte Anliegen , nämlich Energiekosten zu sparen ,
maz-15609.xml	3	Comparison.Concession.Arg2-as-denier	explicit	Doch	Im schlimmsten Fall stößt man gegen eine Müll- oder Papiertonne , die ja laut Abfallzweckverband bereits am Vorabend des jeweiligen Abholetages an den Straßenrand zu stellen ist .	nicht allein die Fragen der Unfälle und der Haftung im Falle der Fälle sind unklar .	Im schlimmsten Fall stößt man gegen eine Müll- oder Papiertonne , die ja laut Abfallzweckverband bereits am Vorabend des jeweiligen Abholetages an den Straßenrand zu stellen ist . Doch nicht allein die Fragen der Unfälle und der Haftung im Falle der Fälle sind unklar .
maz-15609.xml	5	Contingency.Cause.Reason	explicit	Denn	Doch nicht allein die Fragen der Unfälle und der Haftung im Falle der Fälle sind unklar .	die Kommune muss damit rechnen , dass bei Lampen-Abschaltungen der Vertrag mit Edis über eine sehr günstige Tarifgestaltung hinfällig wird .	Doch nicht allein die Fragen der Unfälle und der Haftung im Falle der Fälle sind unklar . Denn die Kommune muss damit rechnen , dass bei Lampen-Abschaltungen der Vertrag mit Edis über eine sehr günstige Tarifgestaltung hinfällig wird .
maz-15609.xml	6	Comparison.Concession.Arg2-as-denier	explicit	Doch	Bei einem Defizit von einer Million Mark ist eine Gemeinde gezwungen , alle Register zu ziehen .	mit dem Abschalte-Beschluss nimmt der Gemeinderat Angst und Unsicherheit in Kauf .	Bei einem Defizit von einer Million Mark ist eine Gemeinde gezwungen , alle Register zu ziehen . Doch mit dem Abschalte-Beschluss nimmt der Gemeinderat Angst und Unsicherheit in Kauf .
maz-15609.xml	7	Contingency.Cause.Reason	explicit	Schließlich	Mehr noch , er befördert den Ort ins Mittelalter zurück . Der Gemeinderat sollte den unseligen Beschluss aufheben , ehe sich die Bürger mit Taschenlampen versorgen .	, wir leben im 21. Jahrhundert .	Mehr noch , er befördert den Ort ins Mittelalter zurück . Der Gemeinderat sollte den unseligen Beschluss aufheben , ehe sich die Bürger mit Taschenlampen versorgen . Schließlich , wir leben im 21. Jahrhundert .
maz-15609.xml	8	Temporal.Asynchronous.Precedence	explicit	ehe	Der Gemeinderat sollte den unseligen Beschluss aufheben ,	sich die Bürger mit Taschenlampen versorgen .	Der Gemeinderat sollte den unseligen Beschluss aufheben , ehe sich die Bürger mit Taschenlampen versorgen .
maz-15609.xml	9	Comparison.Concession.Arg2-as-denier	implicit		Die Blankenfelder Gemeindevertreter haben ihren Beschluss , die Straßenlampen in der Nacht für vier Stunden auszuschalten , mit der heißen Nadel gestrickt .	Das sicherlich gut gemeinte Anliegen , nämlich Energiekosten zu sparen , könnte ihnen teuer zu stehen kommen .	Die Blankenfelder Gemeindevertreter haben ihren Beschluss , die Straßenlampen in der Nacht für vier Stunden auszuschalten , mit der heißen Nadel gestrickt . Das sicherlich gut gemeinte Anliegen , nämlich Energiekosten zu sparen , könnte ihnen teuer zu stehen kommen .
maz-15609.xml	10	Expansion.Instantiation.Arg2-as-instance	implicit		Auch erkennt man nicht , wohin man tritt .	Im schlimmsten Fall stößt man gegen eine Müll- oder Papiertonne , die ja laut Abfallzweckverband bereits am Vorabend des jeweiligen Abholetages an den Straßenrand zu stellen ist .	Auch erkennt man nicht , wohin man tritt . Im schlimmsten Fall stößt man gegen eine Müll- oder Papiertonne , die ja laut Abfallzweckverband bereits am Vorabend des jeweiligen Abholetages an den Straßenrand zu stellen ist .
maz-15609.xml	11	Expansion.Substitution.Arg2-as-subst	AltLex	Mehr noch	Doch mit dem Abschalte-Beschluss nimmt der Gemeinderat Angst und Unsicherheit in Kauf .	Mehr noch , er befördert den Ort ins Mittelalter zurück .	Doch mit dem Abschalte-Beschluss nimmt der Gemeinderat Angst und Unsicherheit in Kauf . Mehr noch , er befördert den Ort ins Mittelalter zurück .
maz-1679.xml	3	Temporal.Asynchronous.Precedence	explicit	dann	Wittstock wird in einigen Jahren frei von Lkw-Verkehr sein , eine Umgehung entlastet die Innenstadt .	Klirrende Gläser in den Wohnzimmerschränken sind Geschichte .	Wittstock wird in einigen Jahren frei von Lkw-Verkehr sein , eine Umgehung entlastet die Innenstadt . Klirrende Gläser in den Wohnzimmerschränken sind dann Geschichte .
maz-1679.xml	4	Expansion.Conjunction	explicit	auch	Klirrende Gläser in den Wohnzimmerschränken sind dann Geschichte .	Wer sein Haus bereits saniert hat , muss nicht mehr befürchten , dass der Putz von der Fassade fällt .	Klirrende Gläser in den Wohnzimmerschränken sind dann Geschichte . Wer sein Haus bereits saniert hat , muss auch nicht mehr befürchten , dass der Putz von der Fassade fällt .
maz-1679.xml	5	Comparison.Concession.Arg2-as-denier	explicit	aber	. Wittstock wird in einigen Jahren frei von Lkw-Verkehr sein , eine Umgehung entlastet die Innenstadt . Klirrende Gläser in den Wohnzimmerschränken sind dann Geschichte . Wer sein Haus bereits saniert hat , muss auch nicht mehr befürchten , dass der Putz von der Fassade fällt .	Mit der Einigung kommt auf die Wittstocker eine große Herausforderung zu .	. Wittstock wird in einigen Jahren frei von Lkw-Verkehr sein , eine Umgehung entlastet die Innenstadt . Klirrende Gläser in den Wohnzimmerschränken sind dann Geschichte . Wer sein Haus bereits saniert hat , muss auch nicht mehr befürchten , dass der Putz von der Fassade fällt . Mit der Einigung kommt aber auf die Wittstocker eine große Herausforderung zu .
maz-1679.xml	6	Comparison.Concession.Arg1-as-denier	explicit	zwar	doch eine autofreie Stadt wird es nicht geben .	Die Entlastungsstraße für Lkw führt um die Altstadt herum ,	Die Entlastungsstraße für Lkw führt zwar um die Altstadt herum , doch eine autofreie Stadt wird es nicht geben .
maz-1679.xml	7	Comparison.Concession.Arg2-as-denier	explicit	doch	Die Entlastungsstraße für Lkw führt zwar um die Altstadt herum ,	eine autofreie Stadt wird es nicht geben .	Die Entlastungsstraße für Lkw führt zwar um die Altstadt herum , doch eine autofreie Stadt wird es nicht geben .
maz-1679.xml	8	Contingency.Purpose.Arg2-as-goal	explicit	So	Die Entlastungsstraße für Lkw führt zwar um die Altstadt herum , doch eine autofreie Stadt wird es nicht geben .	braucht sich auch kein Geschäftsmann vor einer leeren Altstadt zu fürchten .	Die Entlastungsstraße für Lkw führt zwar um die Altstadt herum , doch eine autofreie Stadt wird es nicht geben . So braucht sich auch kein Geschäftsmann vor einer leeren Altstadt zu fürchten .
maz-1679.xml	9	Comparison.Contrast	explicit	allerdings	So braucht sich auch kein Geschäftsmann vor einer leeren Altstadt zu fürchten .	Gut beraten ist , wer sich jetzt ernsthafte Gedanken um kundenfreundliche Parkmöglichkeiten macht .	So braucht sich auch kein Geschäftsmann vor einer leeren Altstadt zu fürchten . Gut beraten ist allerdings , wer sich jetzt ernsthafte Gedanken um kundenfreundliche Parkmöglichkeiten macht .
maz-1679.xml	10	Contingency.Cause.Reason	explicit	Denn	Auch Flaniermeilen in der Wittstocker Altstadt sind gefragt .	ohne Lkw-Verkehr wird es ruhiger werden , der Stadtbummel kann wieder Spaß machen .	Auch Flaniermeilen in der Wittstocker Altstadt sind gefragt . Denn ohne Lkw-Verkehr wird es ruhiger werden , der Stadtbummel kann wieder Spaß machen .
maz-1679.xml	11	Contingency.Cause.Result	explicit	Deshalb	Auch Flaniermeilen in der Wittstocker Altstadt sind gefragt . Denn ohne Lkw-Verkehr wird es ruhiger werden , der Stadtbummel kann wieder Spaß machen .	müssen neue Ideen her , um die Wittstocker Altstadt lebenswerter zu machen .	Auch Flaniermeilen in der Wittstocker Altstadt sind gefragt . Denn ohne Lkw-Verkehr wird es ruhiger werden , der Stadtbummel kann wieder Spaß machen . Deshalb müssen neue Ideen her , um die Wittstocker Altstadt lebenswerter zu machen .
maz-1679.xml	13	Expansion.Level-of-detail.Arg2-as-detail	implicit		Mit der Einigung kommt aber auf die Wittstocker eine große Herausforderung zu .	Sie sind aufgefordert , über neue , sinnvolle Verkehrsabläufe in der Innenstadt nachzudenken .	Mit der Einigung kommt aber auf die Wittstocker eine große Herausforderung zu . Sie sind aufgefordert , über neue , sinnvolle Verkehrsabläufe in der Innenstadt nachzudenken .
maz-1679.xml	14	Contingency.Cause.Reason	implicit		Sie sind aufgefordert , über neue , sinnvolle Verkehrsabläufe in der Innenstadt nachzudenken .	Die Entlastungsstraße für Lkw führt zwar um die Altstadt herum , doch eine autofreie Stadt wird es nicht geben .	Sie sind aufgefordert , über neue , sinnvolle Verkehrsabläufe in der Innenstadt nachzudenken . Die Entlastungsstraße für Lkw führt zwar um die Altstadt herum , doch eine autofreie Stadt wird es nicht geben .
maz-1679.xml	15	Expansion.Conjunction	implicit		Gut beraten ist allerdings , wer sich jetzt ernsthafte Gedanken um kundenfreundliche Parkmöglichkeiten macht .	Auch Flaniermeilen in der Wittstocker Altstadt sind gefragt .	Gut beraten ist allerdings , wer sich jetzt ernsthafte Gedanken um kundenfreundliche Parkmöglichkeiten macht . Auch Flaniermeilen in der Wittstocker Altstadt sind gefragt .
maz-9725.xml	3	Contingency.Cause.Reason	explicit	Da	ist die eigene Mehrheit der Koalition gefährdet .	es auch in der SPD Abweichler gibt ,	Da es auch in der SPD Abweichler gibt , ist die eigene Mehrheit der Koalition gefährdet .
maz-9725.xml	4	Comparison.Concession.Arg2-as-denier	explicit	Doch	Konnte der Kosovo-Krieg noch mit dem Kampf für die Menschenrechte in Europa begründete werden , geht es nun um die militärische Solidarität mit den USA in einem weit entfernten Dritte-Welt-Land .	die Kritiker wissen auch , dass sie weder den Krieg in Afghanistan stoppen noch eine deutsche Beteiligung daran verhindern können .	Konnte der Kosovo-Krieg noch mit dem Kampf für die Menschenrechte in Europa begründete werden , geht es nun um die militärische Solidarität mit den USA in einem weit entfernten Dritte-Welt-Land . Doch die Kritiker wissen auch , dass sie weder den Krieg in Afghanistan stoppen noch eine deutsche Beteiligung daran verhindern können .
